语料检索_语料库在线(www.cncorpus.org)
类型：古代汉语语料库
检索条件：愁
2023/1/20 16:06:28

序号	语句	书名	朝代
240	百姓 [愁] 怨。		《宋书》__魏晋六朝
241	百姓 [愁] 怨之应也。		《宋书》__魏晋六朝
242	百姓 [愁] 怨之应也。		《宋书》__魏晋六朝
243	兵民 [愁] 怨之应也。		《宋书》__魏晋六朝
244	一解念‖君‖去‖我‖时‖，独 [愁] 常苦悲。		《宋书》__魏晋六朝
245	今悉夜夜 [愁] 不寐。		《宋书》__魏晋六朝
246	四解出‖亦‖复‖苦‖ [愁] ‖，入亦复苦 [愁] 。		《宋书》__魏晋六朝
247	君子多苦心，所 [愁] 不但一。		《宋书》__魏晋六朝
248	何能坐 [愁] 怫郁，当复来兹。		《宋书》__魏晋六朝
249	为乐未几时，遭世险戏，逢此百离；伶丁荼毒， [愁] 懑难支。		《宋书》__魏晋六朝
250	三解穷达天所为，智者不 [愁] ，多为少忧。		《宋书》__魏晋六朝
251	雄来惊雌，雌独 [愁] 栖。		《宋书》__魏晋六朝
252	自顷在所贫耗，家无宿积，阴阳暂偏，则人怀 [愁] 垫；年或不稔，而病乏比室。		《宋书》__魏晋六朝
253	是后供出官赋，取以给兵，以为 [愁] 怨，此患国之人也。		《三国志》__魏晋六朝
254	赋役暂偏，则人怀 [愁] 垫；岁或不稔，而病乏比室。		《宋书》__魏晋六朝
255	张衡四 [愁] 诗序曰：诤讼息。		《昭明文选》__魏晋六朝
256	朱火独照人，抱景自 [愁] 怨。		《昭明文选》__魏晋六朝
257	其母闻之， [愁] 忧怖惧，心迷意惑，不识东西，脱衣裸行，迷惑狂走，道中行人，见大怪之，谓得邪病，鬼神所娆乎？		《西秦译经》__魏晋六朝
258	或谓 [愁] 忧迷惑失志，或有唾贱舍避之走，或有怜伤愍念哀之。		《西秦译经》__魏晋六朝
259	妇闻佛言，心开意解，即发无上正真道意，即时得立不退转地， [愁] 忧除愈，如日无云。		《西秦译经》__魏晋六朝
260	学省 [愁] 卧五言　学省，国学也。		《昭明文选》__魏晋六朝
261	 [愁] 人掩轩卧，高窗时动扉。		《昭明文选》__魏晋六朝
262	楚辞曰： [愁] 人兮奈何！		《昭明文选》__魏晋六朝
263	白杨多悲风，萧萧 [愁] 杀人。		《昭明文选》__魏晋六朝
264	拟四 [愁] 诗七言		《昭明文选》__魏晋六朝
265	 [愁] 多知夜长，仰观众星列。		《昭明文选》__魏晋六朝
266	元帝在江、荆间，复所爱习，召置学生，亲为教授，废寝忘食，以夜继朝，至乃倦剧 [愁] 愤，辄以讲自释。		《颜氏家训》__魏晋六朝
267	行人怀往路，何以慰我 [愁] ？		《昭明文选》__魏晋六朝
268	【四 [愁] 诗四首（并序）】		《昭明文选》__魏晋六朝
269	为四 [愁] 诗。		《昭明文选》__魏晋六朝
270	且赤乌中无年不用兵，百姓 [愁] 怨。		《宋书》__魏晋六朝
271	昔岁作浦里塘，功费无数，而田不可成，士卒死叛，或自贼杀，百姓 [愁] 怨，阴气盛也。		《宋书》__魏晋六朝
272	内外兵役，西州饥乱，百姓 [愁] 怨，阴气盛也。		《宋书》__魏晋六朝
273	搢绅 [愁] 怨，天下非之。		《宋书》__魏晋六朝
274	同一尽於百年，何欢寡而 [愁] 殷！		《陶渊明集》__魏晋六朝
275	妻所以 [愁] 恨者，怨其夫之丑也。		《昭明文选》__魏晋六朝
276	志士惜日短， [愁] 人知夜长。		《昭明文选》__魏晋六朝
277	古诗曰： [愁] 多知夜长，仰观众星列。		《昭明文选》__魏晋六朝
278	宋子侯歌曰：吾欲竞此曲，此曲 [愁] 人肠。		《昭明文选》__魏晋六朝
279	张衡玄图曰：枭羊喜获，先笑後 [愁] 。		《昭明文选》__魏晋六朝
280	言己虽陟昆仑，过不周，度西海，舞九韶，升天庭，据光曜，不足以解忧；犹复顾楚国， [愁] 且思也。		《昭明文选》__魏晋六朝
281	胡安道 [愁] 霖赋曰：冀连阴之时退，想云物之见微。		《昭明文选》__魏晋六朝
282	张衡四 [愁] 诗序曰：豪右兼并之家。		《昭明文选》__魏晋六朝
283	文子曰：身有荣华，心有 [愁] 悴。		《昭明文选》__魏晋六朝
284	张衡四 [愁] 诗序曰：久处机密。		《昭明文选》__魏晋六朝
285	宋均春秋纬注曰：凉， [愁] 也。		《昭明文选》__魏晋六朝
286	又曰： [愁] 脩夜而婉转。		《昭明文选》__魏晋六朝
287	明发动 [愁] 心，闺中起长叹。		《昭明文选》__魏晋六朝
288	楚辞曰：寝疾而日 [愁] 。		《昭明文选》__魏晋六朝
289	飞狐白日晚，瀚海 [愁] 阴生。		《昭明文选》__魏晋六朝
290	文子曰：有荣华必有 [愁] 悴。		《昭明文选》__魏晋六朝
291	楚辞曰：居 [愁] 期谁告？		《昭明文选》__魏晋六朝
292	悠悠涉荒路，靡靡我心 [愁] 。		《昭明文选》__魏晋六朝
293	文子曰；有荣华者必有 [愁] 悴。		《昭明文选》__魏晋六朝
294	 [愁] 洽百年，苦溢千岁。		《昭明文选》__魏晋六朝
295	方舟溯大江，日暮 [愁] 我心。		《昭明文选》__魏晋六朝
296	忧来令发白，谁云 [愁] 可任。		《昭明文选》__魏晋六朝
297	庄子曰： [愁] 其五藏也。		《昭明文选》__魏晋六朝
298	宋均曰：凉， [愁] 也。		《昭明文选》__魏晋六朝
299	岁峥嵘而 [愁] 暮，心惆怅而哀离。		《昭明文选》__魏晋六朝
300	杨雄释 [愁] 曰：懿神龙之渊潜，俟庆云而将举。		《昭明文选》__魏晋六朝
301	佩兰蕙兮为谁脩，宴婉绝兮我心 [愁] 。		《昭明文选》__魏晋六朝
302	嗷嗷 [愁] 怨，遂亡秦族。		《昭明文选》__魏晋六朝
303	言己登鄂渚高岸，还望楚国，乡秋冬北风， [愁] 而长叹之，中忧思也。		《昭明文选》__魏晋六朝
304	欲归忘故道，顾望但怀 [愁] 。		《昭明文选》__魏晋六朝
305	傅毅七激曰：无物可乐，顾望怀 [愁] 。		《昭明文选》__魏晋六朝
306	郁， [愁] 也。		《昭明文选》__魏晋六朝
307	窃 [愁] 凉风至，吹我玉阶树。		《昭明文选》__魏晋六朝
308	肃肃广殿阴，雀声 [愁] 北林。		《昭明文选》__魏晋六朝
309	楚辞曰： [愁] 郁郁之无快，居戚戚而不解。		《昭明文选》__魏晋六朝
310	惆怅兮後党失辈，惘 [愁] 毒也。		《昭明文选》__魏晋六朝
311	悲忧穷蹙兮脩德见过， [愁] 惧惶也。		《昭明文选》__魏晋六朝
312	咸池飨爰居，锺鼓或 [愁] 辛。		《昭明文选》__魏晋六朝
313	楚辞曰：悲余生之无欢兮， [愁] 倥偬於山陆。		《昭明文选》__魏晋六朝
314	有弇兴春节， [愁] 霖贯秋序。		《昭明文选》__魏晋六朝
315	王仲宣有 [愁] 霖赋。		《昭明文选》__魏晋六朝
316	永得安期术，岂 [愁] 濛汜迫。		《昭明文选》__魏晋六朝
317	楚词曰：帝子降兮北渚，目眇眇兮 [愁] 予。		《昭明文选》__魏晋六朝
318	忽获 [愁] 霖唱，怀劳奏所成。		《昭明文选》__魏晋六朝
319	灵运 [愁] 霖诗序云：示从兄宣远。		《昭明文选》__魏晋六朝
320	虽游娱以媮乐兮，岂 [愁] 慕之可怀。		《昭明文选》__魏晋六朝
321	徐幹答刘桢诗曰：我思一何笃，其 [愁] 兼三春。		《昭明文选》__魏晋六朝
322	魏文帝 [愁] 霖赋曰：玄云黕其四塞。		《昭明文选》__魏晋六朝
323	悴，即 [愁] 悴也。		《昭明文选》__魏晋六朝
324	人民 [愁] 怖，亡去略尽，号泣而行，莫不思孛。		《支谦译经》__魏晋六朝
325	我一身为五母作子，母皆为我，昼夜啼哭感伤 [愁] 毒，不能自止，常念子忧思，未常忽忘，我自念一身而忧毒五家，以是笑耳，不敢笑师。		《支谦译经》__魏晋六朝
326	沙弥言：「我不敢笑，师自视我，一身有五母，皆为我昼夜啼哭感伤 [愁] 毒，常言念子未曾忽忘，我自念一身忧毒五家，用是故笑耳，不敢笑师。		《支谦译经》__魏晋六朝
327	益用 [愁] 毒更作急教言。		《支谦译经》__魏晋六朝
328	今反为此乞人所谋，我故 [愁] 耳！		《支谦译经》__魏晋六朝
329	其女弟子，名孙陀利，曰：师莫 [愁] 也，我能令人，不复敬佛，事师如故。		《支谦译经》__魏晋六朝
330	鳏夫有室， [愁] 民以乐。		《昭明文选》__魏晋六朝
331	王曰：谁能留孛，我心 [愁] 惨，忽忽如狂。		《支谦译经》__魏晋六朝
332	班姬此夕 [愁] 无限，河汉三更看斗牛。		《崔颢诗》__隋唐五代
333	日暮乡关何处是，烟波江上使人 [愁] 。		《崔颢诗》__隋唐五代
334	向晚登临处，风烟万里 [愁] 。		《崔颢诗》__隋唐五代
335	不作书相问，谁能慰别 [愁] ？		《崔颢诗》__隋唐五代
336	夜 [愁] 生枕席，春意罢帘栊。		《崔颢诗》__隋唐五代
337	 [愁] 来欲奏相思曲，抱得秦筝不忍弹。		《崔颢诗》__隋唐五代
338	绿江无伴夜独行，独行心绪 [愁] 无尽。		《崔颢诗》__隋唐五代
339	江畔老人 [愁]                   卢姬篇		《崔颢诗》__隋唐五代
340	夫艺者，不独总多能第，以其无用于代，而穷  [愁] 时有所述耳。		《大唐传载》__隋唐五代
341	盛为无 [愁] 之曲，帝自弹胡琵琶而唱之，侍和之者以百数。		《北齐书》__隋唐五代
342	人间谓之无 [愁] 天子。		《北齐书》__隋唐五代
343	驰道所有宫室， [愁] 宜罢之。		《大唐创业起居注》__隋唐五代
344	众鸡鸣而 [愁] 予兮，起视月之精光。		《昭明文选》__魏晋六朝
345	楚辞曰：目眇眇兮 [愁] 予。		《昭明文选》__魏晋六朝
346	俗传蔡氏五曲：游春、渌水、坐 [愁] 、秋思、幽居也。		《昭明文选》__魏晋六朝
347	张平子四 [愁] 诗曰：侧身北望涕霑巾。		《昭明文选》__魏晋六朝
348	 [愁] 烦冤其谁告兮，提孤孩於坐侧。		《昭明文选》__魏晋六朝
349	居人 [愁] 卧，怳若有亡。		《昭明文选》__魏晋六朝
350	六曰实同反，七曰反是实，八曰死猪 [愁] ，九曰求即死，十曰求破家。		《大唐新语》__隋唐五代
351	唯 [愁] 员外署，不应列星文。”		《大唐新语》__隋唐五代
352	张载拟四 [愁] 诗曰：佳人赠我筒中布，何以报之流黄素。		《昭明文选》__魏晋六朝
353	易纬曰：天下 [愁] ，地裂山崩。		《昭明文选》__魏晋六朝
354	摩耶夫人闻已， [愁] 忧合掌，顶礼而退。		《地藏本愿》__隋唐五代
355	复次普广：『若未来世诸众生等，或梦或寐，见诸鬼神乃及诸形，或悲、或啼、或 [愁] 、或叹、或恐、或怖。		《地藏本愿》__隋唐五代
356	楚辞曰：悲余生之无欢兮， [愁] 倥偬於山陆。		《昭明文选》__魏晋六朝
357	文子曰：有荣悴者必末 [愁] 悴。		《昭明文选》__魏晋六朝
358	嗟秋日之可哀兮，谅无 [愁] 而不尽。		《昭明文选》__魏晋六朝
359	观此世徒（途）浑似梦，谁能终日带 [愁] 颜。		《敦煌变文》__隋唐五代
360	傅玄诗曰：浮云含 [愁] 色，悲风坐自叹。		《昭明文选》__魏晋六朝
361	烦恼尽时 [愁] 火灭，恩情断处爱河枯。		《洞山语录》__隋唐五代
362	灵苗瑞草，野父 [愁] 芸。		《洞山语录》__隋唐五代
363	初间见汝载 [愁] 归，未测因由极贮疑。		《敦煌变文》__隋唐五代
364	自皇太后诸王及内外勋旧， [愁] 惧危悚，计无所出。		《北齐书》__隋唐五代
365	令杨愔传旨，谓国子助教许散 [愁] 曰：“先生在世何以自资？”		《北齐书》__隋唐五代
366	对曰：“散 [愁] 自少以来，不登娈童之床，不入季女之室，服膺简策，不知老之将至。		《北齐书》__隋唐五代
367	若能点药求医疗，日夜何 [愁] 病不除。		《敦煌变文》__隋唐五代
368	仲曰：“何谓三色”曰：“欢欣众悦，钟鼓之色； [愁] 倅哀忧，衰绖之色；猛厉忠实，兵革之色。”		《独异志》__隋唐五代
369	药饵未逢痊减得，呻吟难止怨 [愁] 闻，		《敦煌变文》__隋唐五代
370	客思（ 一作 [愁]  ）浩方乱。		《陈子昂诗》__隋唐五代
371	乃诈为书，言尔朱兆将以六镇人配契胡为部曲，众皆 [愁] 怨。		《北齐书》__隋唐五代
372	 [愁] 郁郁以慕远兮，越卬州而游遨。		《昭明文选》__魏晋六朝
373	善曰：楚辞曰： [愁] 郁郁之无快。		《昭明文选》__魏晋六朝
374	烂熳唯 [愁] 晓，周旋不问家。		《大唐新语》__隋唐五代
375	王逸曰：骚， [愁] 也，合韵，所流切。		《昭明文选》__魏晋六朝
376	坐太阴之庰室兮，慨含唏而增 [愁] 。		《昭明文选》__魏晋六朝
377	南至炎火，郁邑无聊，北至积冰，含欷增 [愁] ，此与彼何以相愈乎？		《昭明文选》__魏晋六朝
378	天下所重，莫若己身，但得身安，何 [愁] 珠玉。」		《敦煌变文》__隋唐五代
379	太子无心欢悦，有意 [愁] 忧。		《敦煌变文》__隋唐五代
380	今晨太子散烦， [愁] 忧更加转极。		《敦煌变文》__隋唐五代
381	太子作偈已了，更积 [愁] 忧，叹息长嘘，泪珠流滴。		《敦煌变文》__隋唐五代
382	大王见太子 [愁] 忧不乐，更添百般细乐，万种音声，令遣宫内，为欢太子，太子都不入耳。		《敦煌变文》__隋唐五代
383	 [愁] 聚两眉，泪流双眼。		《敦煌变文》__隋唐五代
384	大王闻太子还宫，遣宫人遂唤太子：「吾从养汝，只是怀 [愁] 。		《敦煌变文》__隋唐五代
385	太子作偈已了，即便归宫，颜色忙祥， [愁] 忧不止。		《敦煌变文》__隋唐五代
386	皆是宿生缘业，今世托我胎中，且作国王大臣，此合不 [愁] 天地。		《敦煌变文》__隋唐五代
387	太子吟咏已了，更乃 [愁] 忧，嗟叹我辈凡夫，如何克得此事。		《敦煌变文》__隋唐五代
388	是时摩耶夫人梦想有孕，月满将充，宫中烦闷而 [愁] 怨，遂伴嫔妃游后苑。		《敦煌变文》__隋唐五代
389	迟日园林悲昔游，今春花鸟作边 [愁] 。		《杜审言诗》__隋唐五代
390	啼鸟惊残梦，飞花搅独 [愁] 。		《杜审言诗》__隋唐五代
391	未去之间，车匿 [愁] 切，跪申太子，固诉陈言：「奉旨回而不辛（幸），虑王妃之勿信。		《敦煌变文》__隋唐五代
392	明月高秋迥， [愁] 人独夜看。		《杜审言诗》__隋唐五代
393	某求住奉事，徐君云：“尔有禄位，未宜即留，当以东风相送，无 [愁] 归路遥也。”		《广异记》__隋唐五代
394	佛言此辈非人子，死入三途堪叹 [愁] 。		《敦煌变文》__隋唐五代
395	雀儿已 [愁] ，贵在淹流。		《敦煌变文》__隋唐五代
396	 [愁] 色聚眉长不散，泪痕垂脸更分明，		《敦煌变文》__隋唐五代
397	如今方丈英贤卧，有似 [愁] 天皓月倾。		《敦煌变文》__隋唐五代
398	我重维摩法乳情，一从得病我 [愁] 生，		《敦煌变文》__隋唐五代
